"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"2092541";"T001038";"70100";"1012600";"T001040";"GM0363";"2019JJ00";"   21038"
"2160011";"T001038";"70100";"2012655";"T001040";"GM0363";"2019JJ00";"    8065"
"2193746";"T001038";"70100";"2012657";"T001040";"GM0363";"2019JJ00";"   17188"
"4150376";"T001038";"70200";"1012600";"T001040";"GM0363";"2019JJ00";"   16094"
"4217846";"T001038";"70200";"2012655";"T001040";"GM0363";"2019JJ00";"    6302"
"4251581";"T001038";"70200";"2012657";"T001040";"GM0363";"2019JJ00";"   18577"
"6208211";"T001038";"70300";"1012600";"T001040";"GM0363";"2019JJ00";"   13951"
"6275681";"T001038";"70300";"2012655";"T001040";"GM0363";"2019JJ00";"    5035"
"6309416";"T001038";"70300";"2012657";"T001040";"GM0363";"2019JJ00";"   19352"
"8266046";"T001038";"70400";"1012600";"T001040";"GM0363";"2019JJ00";"   13675"
"8333516";"T001038";"70400";"2012655";"T001040";"GM0363";"2019JJ00";"    5651"
"8367251";"T001038";"70400";"2012657";"T001040";"GM0363";"2019JJ00";"   21527"
"10323881";"T001038";"70500";"1012600";"T001040";"GM0363";"2019JJ00";"   28859"
"10391351";"T001038";"70500";"2012655";"T001040";"GM0363";"2019JJ00";"   14039"
"10425086";"T001038";"70500";"2012657";"T001040";"GM0363";"2019JJ00";"   24736"
"12381716";"T001038";"70600";"1012600";"T001040";"GM0363";"2019JJ00";"   45110"
"12449186";"T001038";"70600";"2012655";"T001040";"GM0363";"2019JJ00";"   23015"
"12482921";"T001038";"70600";"2012657";"T001040";"GM0363";"2019JJ00";"   30120"
"14439551";"T001038";"70700";"1012600";"T001040";"GM0363";"2019JJ00";"   36374"
"14507021";"T001038";"70700";"2012655";"T001040";"GM0363";"2019JJ00";"   21637"
"14540756";"T001038";"70700";"2012657";"T001040";"GM0363";"2019JJ00";"   30075"
"16497386";"T001038";"70800";"1012600";"T001040";"GM0363";"2019JJ00";"   24990"
"16564856";"T001038";"70800";"2012655";"T001040";"GM0363";"2019JJ00";"   16078"
"16598591";"T001038";"70800";"2012657";"T001040";"GM0363";"2019JJ00";"   26723"
"18555221";"T001038";"70900";"1012600";"T001040";"GM0363";"2019JJ00";"   22319"
"18622691";"T001038";"70900";"2012655";"T001040";"GM0363";"2019JJ00";"   12257"
"18656426";"T001038";"70900";"2012657";"T001040";"GM0363";"2019JJ00";"   22370"
"20613056";"T001038";"71000";"1012600";"T001040";"GM0363";"2019JJ00";"   25470"
"20680526";"T001038";"71000";"2012655";"T001040";"GM0363";"2019JJ00";"   10621"
"20714261";"T001038";"71000";"2012657";"T001040";"GM0363";"2019JJ00";"   21445"
"22670891";"T001038";"71100";"1012600";"T001040";"GM0363";"2019JJ00";"   26069"
