"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenStudenten_1"
"18434";"T001038";"10000";"T001345";"1012600";"GM0363";"2020SJ00";"   14453"
"49586";"T001038";"10000";"T001345";"2012655";"GM0363";"2020SJ00";"    4798"
"65162";"T001038";"10000";"T001345";"2012657";"GM0363";"2020SJ00";"   18680"
"189770";"T001038";"10000";"A041919";"1012600";"GM0363";"2020SJ00";"    5790"
"220922";"T001038";"10000";"A041919";"2012655";"GM0363";"2020SJ00";"    2043"
"236498";"T001038";"10000";"A041919";"2012657";"GM0363";"2020SJ00";"    7680"
"361106";"T001038";"10000";"A041920";"1012600";"GM0363";"2020SJ00";"    4743"
"392258";"T001038";"10000";"A041920";"2012655";"GM0363";"2020SJ00";"    1337"
"407834";"T001038";"10000";"A041920";"2012657";"GM0363";"2020SJ00";"    2465"
"532442";"T001038";"10000";"A041921";"1012600";"GM0363";"2020SJ00";"    2290"
"563594";"T001038";"10000";"A041921";"2012655";"GM0363";"2020SJ00";"     821"
"579170";"T001038";"10000";"A041921";"2012657";"GM0363";"2020SJ00";"    3281"
"703778";"T001038";"10000";"A041922";"1012600";"GM0363";"2020SJ00";"     852"
"734930";"T001038";"10000";"A041922";"2012655";"GM0363";"2020SJ00";"     294"
"750506";"T001038";"10000";"A041922";"2012657";"GM0363";"2020SJ00";"    2044"
"875114";"T001038";"10000";"A041923";"1012600";"GM0363";"2020SJ00";"     557"
"906266";"T001038";"10000";"A041923";"2012655";"GM0363";"2020SJ00";"     195"
"921842";"T001038";"10000";"A041923";"2012657";"GM0363";"2020SJ00";"    2257"
"1046450";"T001038";"10000";"A025289";"1012600";"GM0363";"2020SJ00";"     221"
"1077602";"T001038";"10000";"A025289";"2012655";"GM0363";"2020SJ00";"     108"
"1093178";"T001038";"10000";"A025289";"2012657";"GM0363";"2020SJ00";"     953"
"1217786";"T001038";"10000";"A025300";"1012600";"GM0363";"2020SJ00";"     221"
"1248938";"T001038";"10000";"A025300";"2012655";"GM0363";"2020SJ00";"      92"
"1264514";"T001038";"10000";"A025300";"2012657";"GM0363";"2020SJ00";"     319"
"1389122";"T001038";"10000";"A041867";"1012600";"GM0363";"2020SJ00";"    3675"
"1420274";"T001038";"10000";"A041867";"2012655";"GM0363";"2020SJ00";"    1090"
"1435850";"T001038";"10000";"A041867";"2012657";"GM0363";"2020SJ00";"   12865"
"1560458";"T001038";"10000";"A041868";"1012600";"GM0363";"2020SJ00";"    2861"
"1591610";"T001038";"10000";"A041868";"2012655";"GM0363";"2020SJ00";"     867"
"1607186";"T001038";"10000";"A041868";"2012657";"GM0363";"2020SJ00";"   10826"
"1731794";"T001038";"10000";"A025293";"1012600";"GM0363";"2020SJ00";"     814"
"1762946";"T001038";"10000";"A025293";"2012655";"GM0363";"2020SJ00";"     223"
"1778522";"T001038";"10000";"A025293";"2012657";"GM0363";"2020SJ00";"    2039"
"1903130";"T001038";"10000";"A041751";"1012600";"GM0363";"2020SJ00";"     122"
"1934282";"T001038";"10000";"A041751";"2012655";"GM0363";"2020SJ00";"      58"
"1949858";"T001038";"10000";"A041751";"2012657";"GM0363";"2020SJ00";"     800"
"2074466";"T001038";"10000";"A041755";"1012600";"GM0363";"2020SJ00";"     653"
"2105618";"T001038";"10000";"A041755";"2012655";"GM0363";"2020SJ00";"     213"
"2121194";"T001038";"10000";"A041755";"2012657";"GM0363";"2020SJ00";"    3078"
"2245802";"T001038";"10000";"A041759";"1012600";"GM0363";"2020SJ00";"     678"
"2276954";"T001038";"10000";"A041759";"2012655";"GM0363";"2020SJ00";"     197"
"2292530";"T001038";"10000";"A041759";"2012657";"GM0363";"2020SJ00";"    2171"
"2417138";"T001038";"10000";"A041924";"1012600";"GM0363";"2020SJ00";"    2206"
"2448290";"T001038";"10000";"A041924";"2012655";"GM0363";"2020SJ00";"     619"
"2463866";"T001038";"10000";"A041924";"2012657";"GM0363";"2020SJ00";"    6793"
"2588474";"T001038";"10000";"A041925";"1012600";"GM0363";"2020SJ00";"      16"
"2619626";"T001038";"10000";"A041925";"2012655";"GM0363";"2020SJ00";"       3"
"2635202";"T001038";"10000";"A041925";"2012657";"GM0363";"2020SJ00";"      23"
"2759810";"T001038";"10000";"A025294";"1012600";"GM0363";"2020SJ00";"   10376"
"2790962";"T001038";"10000";"A025294";"2012655";"GM0363";"2020SJ00";"    4135"
"2806538";"T001038";"10000";"A025294";"2012657";"GM0363";"2020SJ00";"   10193"
