"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"Gediplomeerden_1"
"17576";"T001038";"10000";"T001345";"1012600";"GM0363";"2020SJ00";"    2263"
"47270";"T001038";"10000";"T001345";"2012655";"GM0363";"2020SJ00";"     627"
"62117";"T001038";"10000";"T001345";"2012657";"GM0363";"2020SJ00";"    3103"
"180893";"T001038";"10000";"A025284";"1012600";"GM0363";"2020SJ00";"     998"
"210587";"T001038";"10000";"A025284";"2012655";"GM0363";"2020SJ00";"     241"
"225434";"T001038";"10000";"A025284";"2012657";"GM0363";"2020SJ00";"     386"
"344210";"T001038";"10000";"A025285";"1012600";"GM0363";"2020SJ00";"     641"
"373904";"T001038";"10000";"A025285";"2012655";"GM0363";"2020SJ00";"     168"
"388751";"T001038";"10000";"A025285";"2012657";"GM0363";"2020SJ00";"     777"
"507527";"T001038";"10000";"A025288";"1012600";"GM0363";"2020SJ00";"     373"
"537221";"T001038";"10000";"A025288";"2012655";"GM0363";"2020SJ00";"     138"
"552068";"T001038";"10000";"A025288";"2012657";"GM0363";"2020SJ00";"     955"
"670844";"T001038";"10000";"A025287";"1012600";"GM0363";"2020SJ00";"     251"
"700538";"T001038";"10000";"A025287";"2012655";"GM0363";"2020SJ00";"      80"
"715385";"T001038";"10000";"A025287";"2012657";"GM0363";"2020SJ00";"     985"
"834161";"T001038";"10000";"A025300";"1012600";"GM0363";"2020SJ00";"      76"
"863855";"T001038";"10000";"A025300";"2012655";"GM0363";"2020SJ00";"      36"
"878702";"T001038";"10000";"A025300";"2012657";"GM0363";"2020SJ00";"     101"
"997478";"T001038";"10000";"A025290";"1012600";"GM0363";"2020SJ00";"    1178"
"1027172";"T001038";"10000";"A025290";"2012655";"GM0363";"2020SJ00";"     360"
"1042019";"T001038";"10000";"A025290";"2012657";"GM0363";"2020SJ00";"    4045"
"1160795";"T001038";"10000";"A041868";"1012600";"GM0363";"2020SJ00";"     809"
"1190489";"T001038";"10000";"A041868";"2012655";"GM0363";"2020SJ00";"     252"
"1205336";"T001038";"10000";"A041868";"2012657";"GM0363";"2020SJ00";"    2949"
"1324112";"T001038";"10000";"A025293";"1012600";"GM0363";"2020SJ00";"     287"
"1353806";"T001038";"10000";"A025293";"2012655";"GM0363";"2020SJ00";"      74"
"1368653";"T001038";"10000";"A025293";"2012657";"GM0363";"2020SJ00";"     707"
"1487429";"T001038";"10000";"A041773";"1012600";"GM0363";"2020SJ00";"      82"
"1517123";"T001038";"10000";"A041773";"2012655";"GM0363";"2020SJ00";"      34"
"1531970";"T001038";"10000";"A041773";"2012657";"GM0363";"2020SJ00";"     389"
"1650746";"T001038";"10000";"A041751";"1012600";"GM0363";"2020SJ00";"     106"
"1680440";"T001038";"10000";"A041751";"2012655";"GM0363";"2020SJ00";"      53"
"1695287";"T001038";"10000";"A041751";"2012657";"GM0363";"2020SJ00";"     759"
"1814063";"T001038";"10000";"A041755";"1012600";"GM0363";"2020SJ00";"     223"
"1843757";"T001038";"10000";"A041755";"2012655";"GM0363";"2020SJ00";"      75"
"1858604";"T001038";"10000";"A041755";"2012657";"GM0363";"2020SJ00";"    1178"
"1977380";"T001038";"10000";"A041759";"1012600";"GM0363";"2020SJ00";"     207"
"2007074";"T001038";"10000";"A041759";"2012655";"GM0363";"2020SJ00";"      64"
"2021921";"T001038";"10000";"A041759";"2012657";"GM0363";"2020SJ00";"     621"
"2140697";"T001038";"10000";"A041924";"1012600";"GM0363";"2020SJ00";"     626"
"2170391";"T001038";"10000";"A041924";"2012655";"GM0363";"2020SJ00";"     167"
"2185238";"T001038";"10000";"A041924";"2012657";"GM0363";"2020SJ00";"    1470"
"2304014";"T001038";"10000";"A041925";"1012600";"GM0363";"2020SJ00";"      16"
"2333708";"T001038";"10000";"A041925";"2012655";"GM0363";"2020SJ00";"       1"
"2348555";"T001038";"10000";"A041925";"2012657";"GM0363";"2020SJ00";"      17"
"2467331";"T001038";"10000";"A028669";"1012600";"GM0363";"2020SJ00";"      33"
"2497025";"T001038";"10000";"A028669";"2012655";"GM0363";"2020SJ00";"       6"
"2511872";"T001038";"10000";"A028669";"2012657";"GM0363";"2020SJ00";"      34"
"2630648";"T001038";"10000";"A043049";"1012600";"GM0363";"2020SJ00";"    2037"
"2660342";"T001038";"10000";"A043049";"2012655";"GM0363";"2020SJ00";"     687"
"2675189";"T001038";"10000";"A043049";"2012657";"GM0363";"2020SJ00";"    1153"
"2793965";"T001038";"10000";"A043051";"1012600";"GM0363";"2020SJ00";"     151"
"2823659";"T001038";"10000";"A043051";"2012655";"GM0363";"2020SJ00";"     153"
"2838506";"T001038";"10000";"A043051";"2012657";"GM0363";"2020SJ00";"      98"
"2957282";"T001038";"10000";"A043054";"1012600";"GM0363";"2020SJ00";"    2346"
"2986976";"T001038";"10000";"A043054";"2012655";"GM0363";"2020SJ00";"    1311"
"3001823";"T001038";"10000";"A043054";"2012657";"GM0363";"2020SJ00";"     914"
"3120599";"T001038";"10000";"A043055";"1012600";"GM0363";"2020SJ00";"    3302"
"3150293";"T001038";"10000";"A043055";"2012655";"GM0363";"2020SJ00";"    1595"
"3165140";"T001038";"10000";"A043055";"2012657";"GM0363";"2020SJ00";"    1080"
"3283916";"T001038";"10000";"A028672";"1012600";"GM0363";"2020SJ00";"       0"
"3313610";"T001038";"10000";"A028672";"2012655";"GM0363";"2020SJ00";"       0"
"3328457";"T001038";"10000";"A028672";"2012657";"GM0363";"2020SJ00";"       0"
"3447233";"T001038";"10000";"A043056";"1012600";"GM0363";"2020SJ00";"     454"
"3476927";"T001038";"10000";"A043056";"2012655";"GM0363";"2020SJ00";"      79"
"3491774";"T001038";"10000";"A043056";"2012657";"GM0363";"2020SJ00";"      98"
"3610550";"T001038";"11200";"T001345";"1012600";"GM0363";"2020SJ00";"       0"
"3640244";"T001038";"11200";"T001345";"2012655";"GM0363";"2020SJ00";"       0"
"3655091";"T001038";"11200";"T001345";"2012657";"GM0363";"2020SJ00";"       0"
"3773867";"T001038";"11200";"A025284";"1012600";"GM0363";"2020SJ00";"       0"
"3803561";"T001038";"11200";"A025284";"2012655";"GM0363";"2020SJ00";"       0"
"3818408";"T001038";"11200";"A025284";"2012657";"GM0363";"2020SJ00";"       0"
"3937184";"T001038";"11200";"A025285";"1012600";"GM0363";"2020SJ00";"       0"
"3966878";"T001038";"11200";"A025285";"2012655";"GM0363";"2020SJ00";"       0"
"3981725";"T001038";"11200";"A025285";"2012657";"GM0363";"2020SJ00";"       0"
"4100501";"T001038";"11200";"A025288";"1012600";"GM0363";"2020SJ00";"       0"
"4130195";"T001038";"11200";"A025288";"2012655";"GM0363";"2020SJ00";"       0"
"4145042";"T001038";"11200";"A025288";"2012657";"GM0363";"2020SJ00";"       0"
"4263818";"T001038";"11200";"A025287";"1012600";"GM0363";"2020SJ00";"       0"
"4293512";"T001038";"11200";"A025287";"2012655";"GM0363";"2020SJ00";"       0"
"4308359";"T001038";"11200";"A025287";"2012657";"GM0363";"2020SJ00";"       0"
"4427135";"T001038";"11200";"A025300";"1012600";"GM0363";"2020SJ00";"       0"
"4456829";"T001038";"11200";"A025300";"2012655";"GM0363";"2020SJ00";"       0"
"4471676";"T001038";"11200";"A025300";"2012657";"GM0363";"2020SJ00";"       0"
"4590452";"T001038";"11200";"A025290";"1012600";"GM0363";"2020SJ00";"       0"
"4620146";"T001038";"11200";"A025290";"2012655";"GM0363";"2020SJ00";"       0"
"4634993";"T001038";"11200";"A025290";"2012657";"GM0363";"2020SJ00";"       0"
"4753769";"T001038";"11200";"A041868";"1012600";"GM0363";"2020SJ00";"       0"
"4783463";"T001038";"11200";"A041868";"2012655";"GM0363";"2020SJ00";"       0"
"4798310";"T001038";"11200";"A041868";"2012657";"GM0363";"2020SJ00";"       0"
"4917086";"T001038";"11200";"A025293";"1012600";"GM0363";"2020SJ00";"       0"
"4946780";"T001038";"11200";"A025293";"2012655";"GM0363";"2020SJ00";"       0"
"4961627";"T001038";"11200";"A025293";"2012657";"GM0363";"2020SJ00";"       0"
"5080403";"T001038";"11200";"A041773";"1012600";"GM0363";"2020SJ00";"       0"
"5110097";"T001038";"11200";"A041773";"2012655";"GM0363";"2020SJ00";"       0"
"5124944";"T001038";"11200";"A041773";"2012657";"GM0363";"2020SJ00";"       0"
"5243720";"T001038";"11200";"A041751";"1012600";"GM0363";"2020SJ00";"       0"
"5273414";"T001038";"11200";"A041751";"2012655";"GM0363";"2020SJ00";"       0"
"5288261";"T001038";"11200";"A041751";"2012657";"GM0363";"2020SJ00";"       0"
"5407037";"T001038";"11200";"A041755";"1012600";"GM0363";"2020SJ00";"       0"
"5436731";"T001038";"11200";"A041755";"2012655";"GM0363";"2020SJ00";"       0"
"5451578";"T001038";"11200";"A041755";"2012657";"GM0363";"2020SJ00";"       0"
"5570354";"T001038";"11200";"A041759";"1012600";"GM0363";"2020SJ00";"       0"
"5600048";"T001038";"11200";"A041759";"2012655";"GM0363";"2020SJ00";"       0"
"5614895";"T001038";"11200";"A041759";"2012657";"GM0363";"2020SJ00";"       0"
"5733671";"T001038";"11200";"A041924";"1012600";"GM0363";"2020SJ00";"       0"
"5763365";"T001038";"11200";"A041924";"2012655";"GM0363";"2020SJ00";"       0"
"5778212";"T001038";"11200";"A041924";"2012657";"GM0363";"2020SJ00";"       0"
"5896988";"T001038";"11200";"A041925";"1012600";"GM0363";"2020SJ00";"       0"
"5926682";"T001038";"11200";"A041925";"2012655";"GM0363";"2020SJ00";"       0"
"5941529";"T001038";"11200";"A041925";"2012657";"GM0363";"2020SJ00";"       0"
"6060305";"T001038";"11200";"A028669";"1012600";"GM0363";"2020SJ00";"       0"
"6089999";"T001038";"11200";"A028669";"2012655";"GM0363";"2020SJ00";"       0"
"6104846";"T001038";"11200";"A028669";"2012657";"GM0363";"2020SJ00";"       0"
"6223622";"T001038";"11200";"A043049";"1012600";"GM0363";"2020SJ00";"       0"
"6253316";"T001038";"11200";"A043049";"2012655";"GM0363";"2020SJ00";"       0"
"6268163";"T001038";"11200";"A043049";"2012657";"GM0363";"2020SJ00";"       0"
"6386939";"T001038";"11200";"A043051";"1012600";"GM0363";"2020SJ00";"       0"
"6416633";"T001038";"11200";"A043051";"2012655";"GM0363";"2020SJ00";"       0"
"6431480";"T001038";"11200";"A043051";"2012657";"GM0363";"2020SJ00";"       0"
"6550256";"T001038";"11200";"A043054";"1012600";"GM0363";"2020SJ00";"       0"
"6579950";"T001038";"11200";"A043054";"2012655";"GM0363";"2020SJ00";"       0"
"6594797";"T001038";"11200";"A043054";"2012657";"GM0363";"2020SJ00";"       0"
"6713573";"T001038";"11200";"A043055";"1012600";"GM0363";"2020SJ00";"       0"
"6743267";"T001038";"11200";"A043055";"2012655";"GM0363";"2020SJ00";"       0"
"6758114";"T001038";"11200";"A043055";"2012657";"GM0363";"2020SJ00";"       0"
