"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenStudenten_1"
"28972";"T001038";"10000";"T001345";"1012600";"GM0344";"2020SJ00";"   10422"
"60124";"T001038";"10000";"T001345";"2012655";"GM0344";"2020SJ00";"    1716"
"75700";"T001038";"10000";"T001345";"2012657";"GM0344";"2020SJ00";"    6014"
"200308";"T001038";"10000";"A041919";"1012600";"GM0344";"2020SJ00";"    4320"
"231460";"T001038";"10000";"A041919";"2012655";"GM0344";"2020SJ00";"     723"
"247036";"T001038";"10000";"A041919";"2012657";"GM0344";"2020SJ00";"    2670"
"371644";"T001038";"10000";"A041920";"1012600";"GM0344";"2020SJ00";"    3036"
"402796";"T001038";"10000";"A041920";"2012655";"GM0344";"2020SJ00";"     470"
"418372";"T001038";"10000";"A041920";"2012657";"GM0344";"2020SJ00";"     719"
"542980";"T001038";"10000";"A041921";"1012600";"GM0344";"2020SJ00";"    1778"
"574132";"T001038";"10000";"A041921";"2012655";"GM0344";"2020SJ00";"     313"
"589708";"T001038";"10000";"A041921";"2012657";"GM0344";"2020SJ00";"     839"
"714316";"T001038";"10000";"A041922";"1012600";"GM0344";"2020SJ00";"     710"
"745468";"T001038";"10000";"A041922";"2012655";"GM0344";"2020SJ00";"     110"
"761044";"T001038";"10000";"A041922";"2012657";"GM0344";"2020SJ00";"     658"
"885652";"T001038";"10000";"A041923";"1012600";"GM0344";"2020SJ00";"     448"
"916804";"T001038";"10000";"A041923";"2012655";"GM0344";"2020SJ00";"      66"
"932380";"T001038";"10000";"A041923";"2012657";"GM0344";"2020SJ00";"     849"
"1056988";"T001038";"10000";"A025289";"1012600";"GM0344";"2020SJ00";"     130"
"1088140";"T001038";"10000";"A025289";"2012655";"GM0344";"2020SJ00";"      34"
"1103716";"T001038";"10000";"A025289";"2012657";"GM0344";"2020SJ00";"     279"
"1228324";"T001038";"10000";"A025300";"1012600";"GM0344";"2020SJ00";"      74"
"1259476";"T001038";"10000";"A025300";"2012655";"GM0344";"2020SJ00";"      15"
"1275052";"T001038";"10000";"A025300";"2012657";"GM0344";"2020SJ00";"      72"
"1399660";"T001038";"10000";"A041867";"1012600";"GM0344";"2020SJ00";"    2883"
"1430812";"T001038";"10000";"A041867";"2012655";"GM0344";"2020SJ00";"     401"
"1446388";"T001038";"10000";"A041867";"2012657";"GM0344";"2020SJ00";"    3765"
"1570996";"T001038";"10000";"A041868";"1012600";"GM0344";"2020SJ00";"    2148"
"1602148";"T001038";"10000";"A041868";"2012655";"GM0344";"2020SJ00";"     333"
"1617724";"T001038";"10000";"A041868";"2012657";"GM0344";"2020SJ00";"    3254"
"1742332";"T001038";"10000";"A025293";"1012600";"GM0344";"2020SJ00";"     735"
"1773484";"T001038";"10000";"A025293";"2012655";"GM0344";"2020SJ00";"      68"
"1789060";"T001038";"10000";"A025293";"2012657";"GM0344";"2020SJ00";"     511"
"1913668";"T001038";"10000";"A041751";"1012600";"GM0344";"2020SJ00";"      35"
"1944820";"T001038";"10000";"A041751";"2012655";"GM0344";"2020SJ00";"       5"
"1960396";"T001038";"10000";"A041751";"2012657";"GM0344";"2020SJ00";"     153"
"2085004";"T001038";"10000";"A041755";"1012600";"GM0344";"2020SJ00";"     429"
"2116156";"T001038";"10000";"A041755";"2012655";"GM0344";"2020SJ00";"      76"
"2131732";"T001038";"10000";"A041755";"2012657";"GM0344";"2020SJ00";"     967"
"2256340";"T001038";"10000";"A041759";"1012600";"GM0344";"2020SJ00";"     535"
"2287492";"T001038";"10000";"A041759";"2012655";"GM0344";"2020SJ00";"      48"
"2303068";"T001038";"10000";"A041759";"2012657";"GM0344";"2020SJ00";"     473"
"2427676";"T001038";"10000";"A041924";"1012600";"GM0344";"2020SJ00";"    1871"
"2458828";"T001038";"10000";"A041924";"2012655";"GM0344";"2020SJ00";"     271"
"2474404";"T001038";"10000";"A041924";"2012657";"GM0344";"2020SJ00";"    2168"
"2599012";"T001038";"10000";"A041925";"1012600";"GM0344";"2020SJ00";"      13"
"2630164";"T001038";"10000";"A041925";"2012655";"GM0344";"2020SJ00";"       1"
"2645740";"T001038";"10000";"A041925";"2012657";"GM0344";"2020SJ00";"       4"
"2770348";"T001038";"10000";"A025294";"1012600";"GM0344";"2020SJ00";"    8616"
"2801500";"T001038";"10000";"A025294";"2012655";"GM0344";"2020SJ00";"    1430"
"2817076";"T001038";"10000";"A025294";"2012657";"GM0344";"2020SJ00";"    2932"
"2941684";"T001038";"10000";"A025297";"1012600";"GM0344";"2020SJ00";"   14501"
"2972836";"T001038";"10000";"A025297";"2012655";"GM0344";"2020SJ00";"    3362"
"2988412";"T001038";"10000";"A025297";"2012657";"GM0344";"2020SJ00";"    2404"
"3113020";"T001038";"40900";"T001345";"1012600";"GM0344";"2020SJ00";"       0"
"3144172";"T001038";"40900";"T001345";"2012655";"GM0344";"2020SJ00";"       0"
"3159748";"T001038";"40900";"T001345";"2012657";"GM0344";"2020SJ00";"       0"
"3284356";"T001038";"40900";"A041919";"1012600";"GM0344";"2020SJ00";"       0"
"3315508";"T001038";"40900";"A041919";"2012655";"GM0344";"2020SJ00";"       0"
"3331084";"T001038";"40900";"A041919";"2012657";"GM0344";"2020SJ00";"       0"
"3455692";"T001038";"40900";"A041920";"1012600";"GM0344";"2020SJ00";"       0"
"3486844";"T001038";"40900";"A041920";"2012655";"GM0344";"2020SJ00";"       0"
"3502420";"T001038";"40900";"A041920";"2012657";"GM0344";"2020SJ00";"       0"
"3627028";"T001038";"40900";"A041921";"1012600";"GM0344";"2020SJ00";"       0"
"3658180";"T001038";"40900";"A041921";"2012655";"GM0344";"2020SJ00";"       0"
"3673756";"T001038";"40900";"A041921";"2012657";"GM0344";"2020SJ00";"       0"
"3798364";"T001038";"40900";"A041922";"1012600";"GM0344";"2020SJ00";"       0"
"3829516";"T001038";"40900";"A041922";"2012655";"GM0344";"2020SJ00";"       0"
"3845092";"T001038";"40900";"A041922";"2012657";"GM0344";"2020SJ00";"       0"
"3969700";"T001038";"40900";"A041923";"1012600";"GM0344";"2020SJ00";"       0"
"4000852";"T001038";"40900";"A041923";"2012655";"GM0344";"2020SJ00";"       0"
"4016428";"T001038";"40900";"A041923";"2012657";"GM0344";"2020SJ00";"       0"
"4141036";"T001038";"40900";"A025289";"1012600";"GM0344";"2020SJ00";"       0"
"4172188";"T001038";"40900";"A025289";"2012655";"GM0344";"2020SJ00";"       0"
"4187764";"T001038";"40900";"A025289";"2012657";"GM0344";"2020SJ00";"       0"
"4312372";"T001038";"40900";"A025300";"1012600";"GM0344";"2020SJ00";"       0"
"4343524";"T001038";"40900";"A025300";"2012655";"GM0344";"2020SJ00";"       0"
"4359100";"T001038";"40900";"A025300";"2012657";"GM0344";"2020SJ00";"       0"
"4483708";"T001038";"40900";"A041867";"1012600";"GM0344";"2020SJ00";"       0"
"4514860";"T001038";"40900";"A041867";"2012655";"GM0344";"2020SJ00";"       0"
"4530436";"T001038";"40900";"A041867";"2012657";"GM0344";"2020SJ00";"       0"
"4655044";"T001038";"40900";"A041868";"1012600";"GM0344";"2020SJ00";"       0"
"4686196";"T001038";"40900";"A041868";"2012655";"GM0344";"2020SJ00";"       0"
"4701772";"T001038";"40900";"A041868";"2012657";"GM0344";"2020SJ00";"       0"
"4826380";"T001038";"40900";"A025293";"1012600";"GM0344";"2020SJ00";"       0"
"4857532";"T001038";"40900";"A025293";"2012655";"GM0344";"2020SJ00";"       0"
"4873108";"T001038";"40900";"A025293";"2012657";"GM0344";"2020SJ00";"       0"
"4997716";"T001038";"40900";"A041751";"1012600";"GM0344";"2020SJ00";"       0"
"5028868";"T001038";"40900";"A041751";"2012655";"GM0344";"2020SJ00";"       0"
"5044444";"T001038";"40900";"A041751";"2012657";"GM0344";"2020SJ00";"       0"
"5169052";"T001038";"40900";"A041755";"1012600";"GM0344";"2020SJ00";"       0"
"5200204";"T001038";"40900";"A041755";"2012655";"GM0344";"2020SJ00";"       0"
"5215780";"T001038";"40900";"A041755";"2012657";"GM0344";"2020SJ00";"       0"
"5340388";"T001038";"40900";"A041759";"1012600";"GM0344";"2020SJ00";"       0"
"5371540";"T001038";"40900";"A041759";"2012655";"GM0344";"2020SJ00";"       0"
"5387116";"T001038";"40900";"A041759";"2012657";"GM0344";"2020SJ00";"       0"
"5511724";"T001038";"40900";"A041924";"1012600";"GM0344";"2020SJ00";"       0"
"5542876";"T001038";"40900";"A041924";"2012655";"GM0344";"2020SJ00";"       0"
"5558452";"T001038";"40900";"A041924";"2012657";"GM0344";"2020SJ00";"       0"
"5683060";"T001038";"40900";"A041925";"1012600";"GM0344";"2020SJ00";"       0"
"5714212";"T001038";"40900";"A041925";"2012655";"GM0344";"2020SJ00";"       0"
"5729788";"T001038";"40900";"A041925";"2012657";"GM0344";"2020SJ00";"       0"
"5854396";"T001038";"40900";"A025294";"1012600";"GM0344";"2020SJ00";"       0"
"5885548";"T001038";"40900";"A025294";"2012655";"GM0344";"2020SJ00";"       0"
"5901124";"T001038";"40900";"A025294";"2012657";"GM0344";"2020SJ00";"       0"
"6025732";"T001038";"40900";"A025297";"1012600";"GM0344";"2020SJ00";"       0"
"6056884";"T001038";"40900";"A025297";"2012655";"GM0344";"2020SJ00";"       0"
"6072460";"T001038";"40900";"A025297";"2012657";"GM0344";"2020SJ00";"       0"
"6197068";"T001038";"11000";"T001345";"1012600";"GM0344";"2020SJ00";"       0"
"6228220";"T001038";"11000";"T001345";"2012655";"GM0344";"2020SJ00";"       0"
"6243796";"T001038";"11000";"T001345";"2012657";"GM0344";"2020SJ00";"       0"
"6368404";"T001038";"11000";"A041919";"1012600";"GM0344";"2020SJ00";"       0"
"6399556";"T001038";"11000";"A041919";"2012655";"GM0344";"2020SJ00";"       0"
