"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1";"GemiddeldeBevolking_2"
"26423";"T001038";"10000";"T001019";"GM0344";"2021JJ00";"  359370";"360534.5"
"182348";"T001038";"10010";"T001019";"GM0344";"2021JJ00";"    4645";"  2436.5"
"338273";"T001038";"10100";"T001019";"GM0344";"2021JJ00";"    4403";"  4499.5"
"494198";"T001038";"10200";"T001019";"GM0344";"2021JJ00";"    4364";"  4260.0"
"650123";"T001038";"10300";"T001019";"GM0344";"2021JJ00";"    4122";"  4242.5"
"806048";"T001038";"10400";"T001019";"GM0344";"2021JJ00";"    4057";"  4047.5"
"961973";"T001038";"10500";"T001019";"GM0344";"2021JJ00";"    3959";"  3996.5"
"1117898";"T001038";"10600";"T001019";"GM0344";"2021JJ00";"    4016";"  3919.0"
"1273823";"T001038";"10700";"T001019";"GM0344";"2021JJ00";"    3903";"  3971.5"
"1429748";"T001038";"10800";"T001019";"GM0344";"2021JJ00";"    3959";"  3867.0"
"1585673";"T001038";"10900";"T001019";"GM0344";"2021JJ00";"    3841";"  3942.5"
"1741598";"T001038";"11000";"T001019";"GM0344";"2021JJ00";"    3990";"  3814.0"
"1897523";"T001038";"11100";"T001019";"GM0344";"2021JJ00";"    3862";"  3965.5"
"2053448";"T001038";"11200";"T001019";"GM0344";"2021JJ00";"    3809";"  3845.5"
"2209373";"T001038";"11300";"T001019";"GM0344";"2021JJ00";"    3715";"  3797.5"
"2365298";"T001038";"11400";"T001019";"GM0344";"2021JJ00";"    3587";"  3702.0"
"2521223";"T001038";"11500";"T001019";"GM0344";"2021JJ00";"    3518";"  3578.5"
"2677148";"T001038";"11600";"T001019";"GM0344";"2021JJ00";"    3371";"  3518.5"
"2833073";"T001038";"11700";"T001019";"GM0344";"2021JJ00";"    3481";"  3394.0"
"2988998";"T001038";"11800";"T001019";"GM0344";"2021JJ00";"    3749";"  3718.5"
"3144923";"T001038";"11900";"T001019";"GM0344";"2021JJ00";"    4568";"  4204.0"
"3300848";"T001038";"12000";"T001019";"GM0344";"2021JJ00";"    5554";"  5124.5"
"3456773";"T001038";"12100";"T001019";"GM0344";"2021JJ00";"    6138";"  6095.0"
"3612698";"T001038";"12200";"T001019";"GM0344";"2021JJ00";"    6925";"  6576.0"
"3768623";"T001038";"12300";"T001019";"GM0344";"2021JJ00";"    7407";"  7340.0"
"3924548";"T001038";"12400";"T001019";"GM0344";"2021JJ00";"    7984";"  7720.0"
"4080473";"T001038";"12500";"T001019";"GM0344";"2021JJ00";"    8238";"  8212.5"
"4236398";"T001038";"12600";"T001019";"GM0344";"2021JJ00";"    8780";"  8273.5"
"4392323";"T001038";"12700";"T001019";"GM0344";"2021JJ00";"    8841";"  8741.5"
"4548248";"T001038";"12800";"T001019";"GM0344";"2021JJ00";"    8689";"  8741.0"
"4704173";"T001038";"12900";"T001019";"GM0344";"2021JJ00";"    8373";"  8528.0"
"4860098";"T001038";"13000";"T001019";"GM0344";"2021JJ00";"    8206";"  8185.0"
"5016023";"T001038";"13100";"T001019";"GM0344";"2021JJ00";"    7752";"  8004.0"
"5171948";"T001038";"13200";"T001019";"GM0344";"2021JJ00";"    7376";"  7567.0"
"5327873";"T001038";"13300";"T001019";"GM0344";"2021JJ00";"    7031";"  7211.5"
"5483798";"T001038";"13400";"T001019";"GM0344";"2021JJ00";"    6573";"  6843.0"
"5639723";"T001038";"13500";"T001019";"GM0344";"2021JJ00";"    6119";"  6394.0"
"5795648";"T001038";"13600";"T001019";"GM0344";"2021JJ00";"    5878";"  5997.0"
"5951573";"T001038";"13700";"T001019";"GM0344";"2021JJ00";"    5633";"  5773.5"
"6107498";"T001038";"13800";"T001019";"GM0344";"2021JJ00";"    5315";"  5527.5"
"6263423";"T001038";"13900";"T001019";"GM0344";"2021JJ00";"    5275";"  5212.0"
"6419348";"T001038";"14000";"T001019";"GM0344";"2021JJ00";"    5199";"  5193.0"
"6575273";"T001038";"14100";"T001019";"GM0344";"2021JJ00";"    4807";"  5132.5"
"6731198";"T001038";"14200";"T001019";"GM0344";"2021JJ00";"    4758";"  4721.0"
"6887123";"T001038";"14300";"T001019";"GM0344";"2021JJ00";"    4556";"  4692.5"
