"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"Gediplomeerden_1"
"27614";"T001038";"10000";"T001345";"1012600";"GM0344";"2020SJ00";"    1763"
"57308";"T001038";"10000";"T001345";"2012655";"GM0344";"2020SJ00";"     255"
"72155";"T001038";"10000";"T001345";"2012657";"GM0344";"2020SJ00";"    1085"
"190931";"T001038";"10000";"A025284";"1012600";"GM0344";"2020SJ00";"     673"
"220625";"T001038";"10000";"A025284";"2012655";"GM0344";"2020SJ00";"      87"
"235472";"T001038";"10000";"A025284";"2012657";"GM0344";"2020SJ00";"     134"
"354248";"T001038";"10000";"A025285";"1012600";"GM0344";"2020SJ00";"     522"
"383942";"T001038";"10000";"A025285";"2012655";"GM0344";"2020SJ00";"      77"
"398789";"T001038";"10000";"A025285";"2012657";"GM0344";"2020SJ00";"     203"
"517565";"T001038";"10000";"A025288";"1012600";"GM0344";"2020SJ00";"     350"
"547259";"T001038";"10000";"A025288";"2012655";"GM0344";"2020SJ00";"      57"
"562106";"T001038";"10000";"A025288";"2012657";"GM0344";"2020SJ00";"     305"
"680882";"T001038";"10000";"A025287";"1012600";"GM0344";"2020SJ00";"     218"
"710576";"T001038";"10000";"A025287";"2012655";"GM0344";"2020SJ00";"      34"
"725423";"T001038";"10000";"A025287";"2012657";"GM0344";"2020SJ00";"     443"
"844199";"T001038";"10000";"A025300";"1012600";"GM0344";"2020SJ00";"      35"
"873893";"T001038";"10000";"A025300";"2012655";"GM0344";"2020SJ00";"       4"
"888740";"T001038";"10000";"A025300";"2012657";"GM0344";"2020SJ00";"      17"
"1007516";"T001038";"10000";"A025290";"1012600";"GM0344";"2020SJ00";"     948"
"1037210";"T001038";"10000";"A025290";"2012655";"GM0344";"2020SJ00";"     104"
"1052057";"T001038";"10000";"A025290";"2012657";"GM0344";"2020SJ00";"    1079"
"1170833";"T001038";"10000";"A041868";"1012600";"GM0344";"2020SJ00";"     608"
"1200527";"T001038";"10000";"A041868";"2012655";"GM0344";"2020SJ00";"      70"
"1215374";"T001038";"10000";"A041868";"2012657";"GM0344";"2020SJ00";"     779"
"1334150";"T001038";"10000";"A025293";"1012600";"GM0344";"2020SJ00";"     251"
"1363844";"T001038";"10000";"A025293";"2012655";"GM0344";"2020SJ00";"      25"
"1378691";"T001038";"10000";"A025293";"2012657";"GM0344";"2020SJ00";"     153"
"1497467";"T001038";"10000";"A041773";"1012600";"GM0344";"2020SJ00";"      89"
"1527161";"T001038";"10000";"A041773";"2012655";"GM0344";"2020SJ00";"       9"
"1542008";"T001038";"10000";"A041773";"2012657";"GM0344";"2020SJ00";"     147"
"1660784";"T001038";"10000";"A041751";"1012600";"GM0344";"2020SJ00";"      29"
"1690478";"T001038";"10000";"A041751";"2012655";"GM0344";"2020SJ00";"       5"
"1705325";"T001038";"10000";"A041751";"2012657";"GM0344";"2020SJ00";"     116"
"1824101";"T001038";"10000";"A041755";"1012600";"GM0344";"2020SJ00";"     203"
"1853795";"T001038";"10000";"A041755";"2012655";"GM0344";"2020SJ00";"      22"
"1868642";"T001038";"10000";"A041755";"2012657";"GM0344";"2020SJ00";"     371"
"1987418";"T001038";"10000";"A041759";"1012600";"GM0344";"2020SJ00";"     175"
"2017112";"T001038";"10000";"A041759";"2012655";"GM0344";"2020SJ00";"      25"
"2031959";"T001038";"10000";"A041759";"2012657";"GM0344";"2020SJ00";"     131"
"2150735";"T001038";"10000";"A041924";"1012600";"GM0344";"2020SJ00";"     531"
"2180429";"T001038";"10000";"A041924";"2012655";"GM0344";"2020SJ00";"      52"
"2195276";"T001038";"10000";"A041924";"2012657";"GM0344";"2020SJ00";"     459"
"2314052";"T001038";"10000";"A041925";"1012600";"GM0344";"2020SJ00";"      10"
"2343746";"T001038";"10000";"A041925";"2012655";"GM0344";"2020SJ00";"       0"
"2358593";"T001038";"10000";"A041925";"2012657";"GM0344";"2020SJ00";"       2"
"2477369";"T001038";"10000";"A028669";"1012600";"GM0344";"2020SJ00";"      40"
"2507063";"T001038";"10000";"A028669";"2012655";"GM0344";"2020SJ00";"       2"
"2521910";"T001038";"10000";"A028669";"2012657";"GM0344";"2020SJ00";"      14"
"2640686";"T001038";"10000";"A043049";"1012600";"GM0344";"2020SJ00";"    1711"
"2670380";"T001038";"10000";"A043049";"2012655";"GM0344";"2020SJ00";"     226"
"2685227";"T001038";"10000";"A043049";"2012657";"GM0344";"2020SJ00";"     353"
"2804003";"T001038";"10000";"A043051";"1012600";"GM0344";"2020SJ00";"     116"
"2833697";"T001038";"10000";"A043051";"2012655";"GM0344";"2020SJ00";"      38"
"2848544";"T001038";"10000";"A043051";"2012657";"GM0344";"2020SJ00";"      29"
"2967320";"T001038";"10000";"A043054";"1012600";"GM0344";"2020SJ00";"    2328"
"2997014";"T001038";"10000";"A043054";"2012655";"GM0344";"2020SJ00";"     419"
"3011861";"T001038";"10000";"A043054";"2012657";"GM0344";"2020SJ00";"     321"
"3130637";"T001038";"10000";"A043055";"1012600";"GM0344";"2020SJ00";"    2518"
"3160331";"T001038";"10000";"A043055";"2012655";"GM0344";"2020SJ00";"     629"
"3175178";"T001038";"10000";"A043055";"2012657";"GM0344";"2020SJ00";"     349"
"3293954";"T001038";"10000";"A028672";"1012600";"GM0344";"2020SJ00";"       0"
"3323648";"T001038";"10000";"A028672";"2012655";"GM0344";"2020SJ00";"       0"
"3338495";"T001038";"10000";"A028672";"2012657";"GM0344";"2020SJ00";"       0"
"3457271";"T001038";"10000";"A043056";"1012600";"GM0344";"2020SJ00";"     397"
"3486965";"T001038";"10000";"A043056";"2012655";"GM0344";"2020SJ00";"      38"
"3501812";"T001038";"10000";"A043056";"2012657";"GM0344";"2020SJ00";"      41"
"3620588";"T001038";"11200";"T001345";"1012600";"GM0344";"2020SJ00";"       0"
"3650282";"T001038";"11200";"T001345";"2012655";"GM0344";"2020SJ00";"       0"
"3665129";"T001038";"11200";"T001345";"2012657";"GM0344";"2020SJ00";"       0"
"3783905";"T001038";"11200";"A025284";"1012600";"GM0344";"2020SJ00";"       0"
"3813599";"T001038";"11200";"A025284";"2012655";"GM0344";"2020SJ00";"       0"
"3828446";"T001038";"11200";"A025284";"2012657";"GM0344";"2020SJ00";"       0"
"3947222";"T001038";"11200";"A025285";"1012600";"GM0344";"2020SJ00";"       0"
"3976916";"T001038";"11200";"A025285";"2012655";"GM0344";"2020SJ00";"       0"
"3991763";"T001038";"11200";"A025285";"2012657";"GM0344";"2020SJ00";"       0"
"4110539";"T001038";"11200";"A025288";"1012600";"GM0344";"2020SJ00";"       0"
"4140233";"T001038";"11200";"A025288";"2012655";"GM0344";"2020SJ00";"       0"
"4155080";"T001038";"11200";"A025288";"2012657";"GM0344";"2020SJ00";"       0"
"4273856";"T001038";"11200";"A025287";"1012600";"GM0344";"2020SJ00";"       0"
"4303550";"T001038";"11200";"A025287";"2012655";"GM0344";"2020SJ00";"       0"
"4318397";"T001038";"11200";"A025287";"2012657";"GM0344";"2020SJ00";"       0"
"4437173";"T001038";"11200";"A025300";"1012600";"GM0344";"2020SJ00";"       0"
"4466867";"T001038";"11200";"A025300";"2012655";"GM0344";"2020SJ00";"       0"
"4481714";"T001038";"11200";"A025300";"2012657";"GM0344";"2020SJ00";"       0"
"4600490";"T001038";"11200";"A025290";"1012600";"GM0344";"2020SJ00";"       0"
"4630184";"T001038";"11200";"A025290";"2012655";"GM0344";"2020SJ00";"       0"
"4645031";"T001038";"11200";"A025290";"2012657";"GM0344";"2020SJ00";"       0"
"4763807";"T001038";"11200";"A041868";"1012600";"GM0344";"2020SJ00";"       0"
"4793501";"T001038";"11200";"A041868";"2012655";"GM0344";"2020SJ00";"       0"
"4808348";"T001038";"11200";"A041868";"2012657";"GM0344";"2020SJ00";"       0"
"4927124";"T001038";"11200";"A025293";"1012600";"GM0344";"2020SJ00";"       0"
"4956818";"T001038";"11200";"A025293";"2012655";"GM0344";"2020SJ00";"       0"
"4971665";"T001038";"11200";"A025293";"2012657";"GM0344";"2020SJ00";"       0"
"5090441";"T001038";"11200";"A041773";"1012600";"GM0344";"2020SJ00";"       0"
"5120135";"T001038";"11200";"A041773";"2012655";"GM0344";"2020SJ00";"       0"
"5134982";"T001038";"11200";"A041773";"2012657";"GM0344";"2020SJ00";"       0"
"5253758";"T001038";"11200";"A041751";"1012600";"GM0344";"2020SJ00";"       0"
"5283452";"T001038";"11200";"A041751";"2012655";"GM0344";"2020SJ00";"       0"
