"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"2097312";"T001038";"70100";"1012600";"T001040";"GM0344";"2019JJ00";"   14051"
"2164782";"T001038";"70100";"2012655";"T001040";"GM0344";"2019JJ00";"    2210"
"2198517";"T001038";"70100";"2012657";"T001040";"GM0344";"2019JJ00";"    5647"
"4155147";"T001038";"70200";"1012600";"T001040";"GM0344";"2019JJ00";"   11992"
"4222617";"T001038";"70200";"2012655";"T001040";"GM0344";"2019JJ00";"    1919"
"4256352";"T001038";"70200";"2012657";"T001040";"GM0344";"2019JJ00";"    6140"
"6212982";"T001038";"70300";"1012600";"T001040";"GM0344";"2019JJ00";"   10172"
"6280452";"T001038";"70300";"2012655";"T001040";"GM0344";"2019JJ00";"    1628"
"6314187";"T001038";"70300";"2012657";"T001040";"GM0344";"2019JJ00";"    6302"
"8270817";"T001038";"70400";"1012600";"T001040";"GM0344";"2019JJ00";"   10068"
"8338287";"T001038";"70400";"2012655";"T001040";"GM0344";"2019JJ00";"    1604"
"8372022";"T001038";"70400";"2012657";"T001040";"GM0344";"2019JJ00";"    6222"
"10328652";"T001038";"70500";"1012600";"T001040";"GM0344";"2019JJ00";"   23837"
"10396122";"T001038";"70500";"2012655";"T001040";"GM0344";"2019JJ00";"    4940"
"10429857";"T001038";"70500";"2012657";"T001040";"GM0344";"2019JJ00";"    7110"
"12386487";"T001038";"70600";"1012600";"T001040";"GM0344";"2019JJ00";"   28079"
"12453957";"T001038";"70600";"2012655";"T001040";"GM0344";"2019JJ00";"    5707"
"12487692";"T001038";"70600";"2012657";"T001040";"GM0344";"2019JJ00";"    8348"
"14444322";"T001038";"70700";"1012600";"T001040";"GM0344";"2019JJ00";"   21862"
"14511792";"T001038";"70700";"2012655";"T001040";"GM0344";"2019JJ00";"    4815"
"14545527";"T001038";"70700";"2012657";"T001040";"GM0344";"2019JJ00";"    8083"
"16502157";"T001038";"70800";"1012600";"T001040";"GM0344";"2019JJ00";"   16500"
"16569627";"T001038";"70800";"2012655";"T001040";"GM0344";"2019JJ00";"    3733"
"16603362";"T001038";"70800";"2012657";"T001040";"GM0344";"2019JJ00";"    7390"
"18559992";"T001038";"70900";"1012600";"T001040";"GM0344";"2019JJ00";"   14232"
"18627462";"T001038";"70900";"2012655";"T001040";"GM0344";"2019JJ00";"    2948"
"18661197";"T001038";"70900";"2012657";"T001040";"GM0344";"2019JJ00";"    6170"
"20617827";"T001038";"71000";"1012600";"T001040";"GM0344";"2019JJ00";"   15132"
"20685297";"T001038";"71000";"2012655";"T001040";"GM0344";"2019JJ00";"    2800"
"20719032";"T001038";"71000";"2012657";"T001040";"GM0344";"2019JJ00";"    5840"
"22675662";"T001038";"71100";"1012600";"T001040";"GM0344";"2019JJ00";"   12824"
"22743132";"T001038";"71100";"2012655";"T001040";"GM0344";"2019JJ00";"    2337"
"22776867";"T001038";"71100";"2012657";"T001040";"GM0344";"2019JJ00";"    4535"
"24733497";"T001038";"71200";"1012600";"T001040";"GM0344";"2019JJ00";"   11837"
"24800967";"T001038";"71200";"2012655";"T001040";"GM0344";"2019JJ00";"    1763"
"24834702";"T001038";"71200";"2012657";"T001040";"GM0344";"2019JJ00";"    3619"
"26791332";"T001038";"71300";"1012600";"T001040";"GM0344";"2019JJ00";"   10080"
"26858802";"T001038";"71300";"2012655";"T001040";"GM0344";"2019JJ00";"    1563"
"26892537";"T001038";"71300";"2012657";"T001040";"GM0344";"2019JJ00";"    2240"
"28849167";"T001038";"71400";"1012600";"T001040";"GM0344";"2019JJ00";"    8447"
"28916637";"T001038";"71400";"2012655";"T001040";"GM0344";"2019JJ00";"    1297"
"28950372";"T001038";"71400";"2012657";"T001040";"GM0344";"2019JJ00";"    1659"
"30907002";"T001038";"71500";"1012600";"T001040";"GM0344";"2019JJ00";"    7349"
"30974472";"T001038";"71500";"2012655";"T001040";"GM0344";"2019JJ00";"     944"
"31008207";"T001038";"71500";"2012657";"T001040";"GM0344";"2019JJ00";"    1231"
"32964837";"T001038";"71600";"1012600";"T001040";"GM0344";"2019JJ00";"    4819"
"33032307";"T001038";"71600";"2012655";"T001040";"GM0344";"2019JJ00";"     719"
"33066042";"T001038";"71600";"2012657";"T001040";"GM0344";"2019JJ00";"    1100"
"35022672";"T001038";"71700";"1012600";"T001040";"GM0344";"2019JJ00";"    3533"
"35090142";"T001038";"71700";"2012655";"T001040";"GM0344";"2019JJ00";"     496"
"35123877";"T001038";"71700";"2012657";"T001040";"GM0344";"2019JJ00";"     671"
"37080507";"T001038";"71800";"1012600";"T001040";"GM0344";"2019JJ00";"    2327"
"37147977";"T001038";"71800";"2012655";"T001040";"GM0344";"2019JJ00";"     227"
"37181712";"T001038";"71800";"2012657";"T001040";"GM0344";"2019JJ00";"     200"
"39138342";"T001038";"71900";"1012600";"T001040";"GM0344";"2019JJ00";"    1074"
"39205812";"T001038";"71900";"2012655";"T001040";"GM0344";"2019JJ00";"     112"
"39239547";"T001038";"71900";"2012657";"T001040";"GM0344";"2019JJ00";"      41"
